id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
858563,https://www.airbnb.com/rooms/858563,20210413152844,2021-04-15,Habitación zona céntrica vistas par,"<b>The space</b><br />Habitación en Madrid está en zona residencial muy tranquila. La habitación es muy grande y espaciosa está en el centro hay muchas actividades que se pueden hacer muchas. Ir al teatro, a museos, de tapas, etc.",,https://a0.muscache.com/pictures/12298969/f0e2629a_original.jpg,4493328,https://www.airbnb.com/users/show/4493328,Clara,2012-12-26,ES,"",a few days or more,0%,N/A,f,https://a0.muscache.com/im/users/4493328/profile_pic/1356523271/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4493328/profile_pic/1356523271/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Costillares,Ciudad Lineal,40.47203,-3.6662,Shared room in apartment,Shared room,2,,1 shared bath,1,1,"[""Long term stays allowed""]",$76.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2021-04-15,0,0,0,,,,,,,,,,,f,1,0,0,1,
859800,https://www.airbnb.com/rooms/859800,20210413152844,2021-04-14,Madrid Plenilunio,"Mi alojamiento es bueno para parejas y viajeros de negocios.<br /><br /><b>The space</b><br />This 1,022 sq.ft. apartment is on the 3th floor of a building with a lift. It has a living room, two bedrooms with en-suit bathrooms, a fully equipped kitchen. It is right in the center of Madrid (the safe district of Arganzuela). The famous Atocha station is 300 yards away. There are two different subway lines and several buses within 3 minutes walk. Comfortable and located in a very safe district, it makes the perfect choice for people wishing to get to know the city.",,https://a0.muscache.com/pictures/7f5755b2-b68b-4c3e-91c0-3e58040330c0.jpg,4502639,https://www.airbnb.com/users/show/4502639,Christian,2012-12-27,"Madrid, Community of Madrid, Spain","",N/A,N/A,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Delicias,1,1,"['phone', 'reviews']",f,f,,Rejas,San Blas - Canillejas,40.44416,-3.57199,Private room in apartment,Private room,2,,1 bath,1,1,"[""Kitchen"", ""Elevator"", ""Free parking on premises"", ""Pool"", ""Hangers"", ""Shampoo"", ""Wifi"", ""Heating"", ""TV"", ""Dryer"", ""Washer"", ""Air conditioning""]",$48.00,1,3,1,1,3,3,1.0,3.0,,t,0,0,0,0,2021-04-14,2,0,0,2017-04-06,2017-04-19,100,10,10,10,10,8,10,,f,1,0,1,0,0.04
862462,https://www.airbnb.com/rooms/862462,20210413152844,2021-04-16,BOHEMIAN APT MADRID OLD TOWN CENTRE,"¡NEW AIR CONDITIONING AND HEATING SYSTEM!<br /><br />FREE PHONE FOR LOCAL AND NATIONAL PHONES<br /><br /><b>The space</b><br />The best place to work or have fun. The bus takes less than 10 minutes to Atocha Central Station. Next to La Latina station. The apartment consists of one independent bedroom with a double bed and a sofa bed for two in the living room. Between the living room and the bedroom there is an independent working and reading space. This charming apartment is 51m2: it has its traditional tiled hardwood floor and high ceilings and the silent atmosphere of its interior give a very good energy during the stay. The main room is spacious and has a wide double wardrobe with overhead storage. It has an independent kitchen fully equipped (fridge, oven, cooking space, microwave and washing machine), full bathroom with shower, TV and WIFI. The apartment is located right in the historic city centre of Madrid, in the popular La Latina area. The neighborhood is very lively, artisti","Calle muy tranquila en el corazón del tradicional Barrio de los Austrias, probablemente el más interesante de la ciudad.<br />Edificio histórico habitado por vecinos de toda la vida.<br />Todos los servicios en un radio de cinco minutos.",https://a0.muscache.com/pictures/14669962/e2e5d6ea_original.jpg,2456671,https://www.airbnb.com/users/show/2456671,José & María,2012-05-24,"Madrid, Community of Madrid, Spain","Somos gente de teatro. Tenemos nuestra propia compañía y dos niñas pequeñas que son el motor de todo lo que hacemos. Nos encanta viajar y como allá donde vamos encontramos personas que nos abren su corazón, también nosotros queremos que quien venga disfrute y cuente con nosotros para que su estancia sea lo más placentera y mágica posible...

""Ríe y después encontrarás el motivo"".",within an hour,90%,100%,f,https://a0.muscache.com/im/pictures/user/db445234-54fd-4e5f-89c7-bb4100c36ad3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db445234-54fd-4e5f-89c7-bb4100c36ad3.jpg?aki_policy=profile_x_medium,Jerónimos,4,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Madrid, Community of Madrid, Spain",Palacio,Centro,40.40964,-3.71139,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""TV with standard cable"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Air conditioning"", ""Essentials"", ""Coffee maker"", ""Paid parking on premises"", ""Pack \u2019n Play/travel crib"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Stove"", ""Elevator"", ""Iron"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating"", ""Cable TV"", ""Children\u2019s books and toys""]",$51.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,14,289,2021-04-16,288,1,0,2013-04-15,2020-08-23,95,10,10,10,10,10,9,VT-7899,t,3,3,0,0,2.95
862752,https://www.airbnb.com/rooms/862752,20210413152844,2021-04-16,"Room in central apartment, good breakfast included","IMPORTANT: PLEASE ONLY PREBOOK IF YOU HAVE POSITIVE REVIEWS. I WANT TO BE ON THE SAFE SIDE FOR A NICE EXPERIENCE. I want to be on the safe side for a  nice experience. Room in central apartment with very comfy bed, desk and chest of drawers. Wardrobe outside the room if you need to hang your clothes. In modern, quiet, facing outside apartment near Atocha Station and the main museums. My aim is you feel at home: use the kitchen, washing machine, TV, etc. Gym and swimming pool nearby.<br /><br /><b>The space</b><br />Single room for rent in comfortable, central apartment. For short periods: 3-7 nights. Street: Canarias, 10. Very well connected: only 3 metro stops, or 20 minutes walk,  to Puerta del Sol, the central point of Madrid.<br />The apartment, 70 square meters, has a roomy air-conditioned living room, a terrace, two bedrooms, shared bathroom and kitchen, as you can see in the pictures. The bed is 1,10 m wide and has a very comfortable latex padded mattress.<br />North oriented, c","The neighborhood is modern, calm and safe and has supermarkets and a traditional market. There is a sports centre including a gym and a swimming pool that you can use for single days at good price. <br />It is near the ""Matadero cultural centre""<br /> and the picturesque riverside walk ""Madrid Río"".  There's a locomotive museum which hosts a variety of alternative markets ""Mercado de motores"" the second weekend of every month.  The apartment is at walking distance to the main station, Atocha Station,  making travel to the airport, all over the province and the country easy and efficient.  It is just 5 minutes walk from the multicultural and charming area of Lavapiés, and 10 minutes walk the lively entertainment hub La Latina, host of the famous ""Rastro"" Flee Market on Sundays.",https://a0.muscache.com/pictures/780dee14-d38b-4f17-a2c5-5433f9201969.jpg,4522970,https://www.airbnb.com/users/show/4522970,José,2012-12-29,"Madrid, Community of Madrid, Spain","Soy profesor de instituto. Me considero amistoso, sociable y educado. En la convivencia soy tranquilo, respetuoso con la intimidad del otro y cuidadoso con el orden y la limpieza. 

Man in his forties, high school teacher. I consider myself friendly, sociable and well-mannered. As a flat mate I am quiet, respectful with the other person's privacy and careful with order and cleanliness. ",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/4522970/profile_pic/1372621017/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4522970/profile_pic/1372621017/original.jpg?aki_policy=profile_x_medium,Palos do Moguer,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,"Madrid, Community of Madrid, Spain",Delicias,Arganzuela,40.40076,-3.69641,Private room in apartment,Private room,1,,1 shared bath,1,1,"[""Breakfast"", ""Dishwasher"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""TV"", ""Air conditioning"", ""Essentials"", ""Coffee maker"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Stove"", ""Elevator"", ""Iron"", ""First aid kit"", ""Washer"", ""Kitchen"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating""]",$33.00,3,5,3,3,5,5,3.0,5.0,,t,29,59,89,89,2021-04-16,125,0,0,2014-02-25,2019-01-03,99,10,10,10,10,10,10,,f,1,0,1,0,1.44
864488,https://www.airbnb.com/rooms/864488,20210413152844,2021-04-16,\\\\\\\\\\\\\LAST MINUTE APRIL!!!!!!!/////////,"<b>The space</b><br />DESCRIPTION: Little but very cosy and refurbished apartment located in a strategic areas of Madrid, Lavapiés, in the CENTRE of the city and near the main tourist sites. <br />Metro Lavapiés.<br /><br />The apartment is prepared for 3 people, it is small (29sqm) but very comfortable. It has one bedroom with double bed (queen size) and the living room has a sofa bed (2mx1m) Japanese futon kind, where one more people can sleep. The kitchen has all the necessary: fridge, washing machine, toaster, kettle and cooking utensils. The bathroom is complete with shower. The apartment has fast internet access. <br /><br />Check-in late after 20h has got an extra fare of 20eur, after 22h has got an extra fare of 25eur, after 24h is 30eur.<br /><br />Airport transfer service available. Ask to get more info.<br /><br />LOCATION/ACCESS: <br /><br />The Lavapiés-Huertas area is the most authentic of the city. Its main attractions are the typical taverns and genuine tapa bars locate",,https://a0.muscache.com/pictures/12529473/5ab492f2_original.jpg,3631892,https://www.airbnb.com/users/show/3631892,Juan Carlos,2012-09-21,"Madrid, Community of Madrid, Spain","Actor y profesor de interpretación. Maestro de Educación Primaria y Secundaria. Amante de todos los deportes. Monitor deportivo de Karate y fútbol. Me gusta el cine y la lectura. Salir a la naturaleza tanto en invierno como en verano. El mar y la montaña son ambos necesarios para mi vida.
He viajado por las capitales del mundo más importantes, pero aún me quedan muchas por recorrer. El tibet es mi destino soñado. Charlar con los lugareños es la mejor forma que conozco para comprender la cultura de cada pais.
Querer es poder.",within an hour,100%,100%,f,https://a0.muscache.com/im/users/3631892/profile_pic/1348213688/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3631892/profile_pic/1348213688/original.jpg?aki_policy=profile_x_medium,Embajadores,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Embajadores,Centro,40.40956,-3.7009,Entire apartment,Entire home/apt,3,,1 bath,1,2,"[""Toaster"", ""Free washer\u2013In unit"", ""Hangers"", ""Host greets you"", ""Radiant heating"", ""Hair dryer"", ""Refrigerator"", ""Wine glasses"", ""Hot water"", ""Coffee maker"", ""Patio or balcony"", ""Cooking basics"", ""Smoke alarm"", ""Dedicated workspace: table"", ""Paid street parking off premises"", ""Iron"", ""Body soap"", ""Dishes and silverware"", ""Shampoo"", ""Microwave"", ""Stove"", ""Window AC unit"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Essentials"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Pack \u2019n Play/travel crib"", ""Hot water kettle"", ""Room-darkening shades"", ""Freezer"", ""40\"" HDTV with standard cable"", ""Clothing storage: closet"", ""Shower gel"", ""Wifi \u2013 300 Mbps"", ""Kitchen"", ""Bed linens"", ""Dining table"", ""Cable TV""]",$47.00,2,180,2,2,180,180,2.0,180.0,,t,6,6,6,238,2021-04-16,319,2,0,2012-12-27,2020-09-06,92,10,10,10,10,10,9,,f,1,1,0,0,3.16
867629,https://www.airbnb.com/rooms/867629,20210413152844,2021-04-15,Habitación privada en plaza españa,"Justo detrás de gran vía!!!<br /><br /><b>The space</b><br />ALQUILO HABITACION EN PLENO CENTRO DE MADRID, PLAZA ESPAÑA, DETRAS DE GRAN VIA, IDEAL ESTUDIANTES O TRABAJADORES!!!!vente a pasar unos días en madrid!!!! Te encantara!!!<br /><br /><b>Guest access</b><br />Cocina, baños (2) tv, internet,habitación privada con llaves!<br /><br /><b>Other things to note</b><br />No se puede fumar! No se puede subir personas que no pertenezcan ala reserva!, la cocina, para comidas rápidas! Un café un sándwich,se agradece, mantener la limpieza! Y zonas en común!",La gran vía! Es una calle que nunca duerme!! Pero mi casa esta justo detrás! En una calle súper tranquila!! Y sin ruido!! Ideal para descanzar después de descubrir toda madrid,https://a0.muscache.com/pictures/93298315/34c05681_original.jpg,2419618,https://www.airbnb.com/users/show/2419618,Luis,2012-05-20,"Madrid, Madrid, Spain",Me gusta conocer a personas de todas partes del mundo!!!! ,within an hour,100%,N/A,t,https://a0.muscache.com/im/pictures/user/c1df5bfa-9a4a-4e4d-a558-d2f0f367a28e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c1df5bfa-9a4a-4e4d-a558-d2f0f367a28e.jpg?aki_policy=profile_x_medium,Palacio,8,8,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Madrid, Community of Madrid, Spain",Palacio,Centro,40.42106,-3.71121,Private room in apartment,Private room,3,,2 shared baths,1,3,"[""Smoke alarm"", ""Bed linens"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""TV"", ""Carbon monoxide alarm"", ""Essentials"", ""Coffee maker"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Pocket wifi"", ""Hair dryer"", ""Dedicated workspace"", ""Iron"", ""Long term stays allowed"", ""First aid kit"", ""Washer"", ""Paid parking off premises"", ""Lock on bedroom door"", ""Oven"", ""Microwave"", ""Wifi"", ""Heating""]",$211.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2021-04-15,35,0,0,2016-01-01,2020-02-02,93,10,10,10,10,10,9,,f,10,2,8,0,0.54
868776,https://www.airbnb.com/rooms/868776,20210413152844,2021-04-16,APARTAMENTO DE DISEÑO NUEVO EN EL RASTRO,"Nuestro apartamento es realmente precioso.  Está decorado con mimo y un toque muy vanguardista. Te sentirás cómo en tú propia casa. Aunque está en el corazón de Madrid, podrás descansar sin ningún ruido. Tiene seis ventanas, lo que permite una estupenda ventilación.<br />Está rodeado de teatros, cines, restaurantes y de todo el sabor del Madrid más auténtico.<br />Muy cerquita del apartamento hay varios supermercados incluido un CARREFUR abierto 24 horas al día y dos mercados de productos frescos.<br /><br /><b>The space</b><br />El apartamento se encuentra situado en una zona perfecta para visitar y disfrutar de los mejores lugares de Madrid, ya que se encuentra a escasos cinco minutos a pie de la emblemática Puerta del Sol. Tienen tres lineas de metro al lado del piso y una infinidad de líneas de autobús.  El piso es precioso y muy cómodo con capacidad para 4 personas o 5 personas.<br /><br /> Dispone de una habitación de matrimonio con armario, y espacio suficiente para abrir una ca","Lavapiés es el barrio más antiguo y cosmopolita de Madrid. En el conviven personas mayores que llevan en el barrio  toda la vida y que te  cuentas sus vivencias, también hay una infinidad de artistas viviendo en él, pintores, escritos, actores y gente moderna que han sabido actualizar este precioso barrio.",https://a0.muscache.com/pictures/12742039/f4a5cf60_original.jpg,4312150,https://www.airbnb.com/users/show/4312150,Laura,2012-12-03,"Madrid, Madrid, Spain","¡Hola viajero!

Si estas buscando un sitio especial para quedarte en Madrid este es tu sitio. Estaré encantada de recibirte en el apartamento y hacer lo posible que disfrutes mucho en Madrid.  ",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/f96b7b86-979e-44ce-8bf6-bfdeaa758b4d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f96b7b86-979e-44ce-8bf6-bfdeaa758b4d.jpg?aki_policy=profile_x_medium,Embajadores,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.40818,-3.70191,Entire apartment,Entire home/apt,4,,1 bath,1,3,"[""Kitchen"", ""Paid parking on premises"", ""Oven"", ""Hangers"", ""Iron"", ""Stove"", ""Wifi"", ""Heating"", ""Microwave"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Coffee maker""]",$53.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,4,6,114,2021-04-16,237,3,0,2013-04-05,2020-08-02,88,9,9,9,9,9,9,VT2585,f,2,2,0,0,2.42
869674,https://www.airbnb.com/rooms/869674,20210413152844,2021-04-15,Nice flat in Madrid City Center,"<b>The space</b><br />Se alquila un precioso piso en el centro de Madrid, con dos habitaciones, capacidad para al menos 4 personas. Luminoso, con encanto y situado entre el metro de Antón Martín, Lavapiés y Atocha, a 2 minutos andando del museo Reina Sofía y a 10 minutos del museo del Prado. <br />El piso dispone de 2 habitaciones, baño, salón y cocina. Con tres balcones a la calle, es un piso reformado y muy acogedor. Tiene nevera, lavadora, lavavajillas, horno, horno microondas, calefacción de gas natural con termostato, WIFI, televisión, cafetera de cápsulas. También tiene mucho, mucho encanto. <br />El barrio es un barrio castizo de la capital, te puedes desplazar a todos los lugares de interés turístico de la ciudad andando, tiene cerca estaciones de metro y bus, teatros, cines, museos, supermercados, etc. <br /> <br /> <br />A beautiful flat to rent in the center of Madrid, with two rooms, capacity for four people. The flat is bright, charming and is situated between the Anton Ma",,https://a0.muscache.com/pictures/13627325/b65c64c2_original.jpg,4582755,https://www.airbnb.com/users/show/4582755,Miriam,2013-01-04,"Madrid, Community of Madrid, Spain","Soy una persona abierta y dinámica, divertida y creo que buena anfitriona, o al menos lo intento. :)
I am an open and dynamic, fun person and I think good hostess, or at least try. :)",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/4582755/profile_pic/1402769682/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4582755/profile_pic/1402769682/original.jpg?aki_policy=profile_x_medium,Embajadores,3,3,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,,Embajadores,Centro,40.40873,-3.69961,Entire house,Entire home/apt,4,,1 bath,2,1,"[""TV with standard cable"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Heating"", ""Cable TV"", ""Long term stays allowed"", ""Washer"", ""Essentials""]",$101.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2021-04-15,1,0,0,2013-05-31,2013-05-31,100,10,10,10,10,10,10,,f,3,1,2,0,0.01
871387,https://www.airbnb.com/rooms/871387,20210413152844,2021-04-15,Designer Loft unbeatable location,"45m2 of comfortable design. Modern mini-loft fully equipped. Capacity for 3 adults or 2 adults and 2 children. Queen size bed (1,50) and sofa-bed (1,35). Recently renewed.<br /><br /><b>The space</b><br />45m2 of comfortable design. Modern mini-loft fully equipped. Located in a complete renovated building (2012) in the very heart of Madrid.<br /><br /><b>Guest access</b><br />Equiped with air conditioned, washing machine, microwave, dish-washer, freezer, iron, coffe machine, WIFI, cookware, kettle. Linen & towels are provided as well. Capacity for 3 adults or 2 adults and 2 children. Queen size bed (1,50) and sofa-bed (1,35).<br /><br /><b>Other things to note</b><br />We can provide you with tourist information upon your arrival.","The apartment is very close to 4 central Metro stations: 2 minutes walk to Plaza de España, Noviciado and Santo Domingo stations, 4 minutes walk to Callao as well as many bus stops nearby. Madrid's major atractions and touristic areas are within walking distance, you'll find the emblematic Puerta del Sol, Plaza Mayor, Palacio and Teatro Real in less than 10 minutes. You can reach the cosmopolitan Barrio de Chueca in only 5 minutes. And the vibrant Gran Via where you can enjoy the best cinemas, theatres, bars, restaurants and the best shopping is only 1 minute away!",https://a0.muscache.com/pictures/12623920/e5183df1_original.jpg,4504807,https://www.airbnb.com/users/show/4504807,Nico,2012-12-27,"Amsterdam, North Holland, Netherlands","La vida es muy corta para pasar desapercibido.

Life is too short to slip past.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/75d157ea-be17-45e9-8c31-753ddf489f11.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/75d157ea-be17-45e9-8c31-753ddf489f11.jpg?aki_policy=profile_x_medium,Malasaña,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,f,"Madrid, Community of Madrid, Spain",Universidad,Centro,40.42298,-3.70895,Entire loft,Entire home/apt,3,,1 bath,1,2,"[""TV with standard cable"", ""Smoke alarm"", ""Dishwasher"", ""Bed linens"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Essentials"", ""Coffee maker"", ""Extra pillows and blankets"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Stove"", ""Shower gel"", ""Iron"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Paid parking off premises"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating"", ""Cable TV""]",$100.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,179,2021-04-15,189,0,0,2013-09-09,2020-03-08,94,10,9,10,10,10,10,,t,1,1,0,0,2.04
874029,https://www.airbnb.com/rooms/874029,20210413152844,2021-04-16,"B&B in a bright room, Madrid!+wiffi","<b>The space</b><br />""I would like to introduce my home. It’s a very nice place where you can spend several days in a bright room with a terrace, on which I have a little organic vegetable garden, to please the eyes and palate (when the season is right, of course). <br /> <br />The room can be rented by one or two people. There are two beds, a full bed and a trundle bed that rolls out. There is a desk and a fast wi-fi connection. There is a private newly-refurbished bathroom with shower. The room is spotless, and neat as a pin.  Bed linen and towels are provided,  of course. <br /> <br />You can use the living room and the terraces when the weather was fine. In summer you have free use of the swimming pool. I provide a telephone to be used with your pre-paid card.  <br /> <br />The home is a ten-minute bus ride from the airport, a three-minute drive from Barcelona road and a 25 minute drive from the center of Madrid. The house is near two bus-lines.   The metro station is 10 minute wa",,https://a0.muscache.com/pictures/13168810/ba681d35_original.jpg,4603165,https://www.airbnb.com/users/show/4603165,Prado,2013-01-06,"Madrid, Community of Madrid, Spain","Me gusta viajar, lo hago menos de lo que me gustaría, y por eso me encantaría recibir en mi casa a personas de todo el mundo, puedo defenderme en inglés, pero creo que el lenguaje de los signos es el más universal de todo.
Me gusta mucho cocinar y la jardinería, y me encanta caminar alredor de casa hay dos o tres parques preciosos, y estaré encantada de acompañaros simpre que sea posible.
",within a day,100%,N/A,t,https://a0.muscache.com/im/pictures/user/6d370efb-170e-45b8-9492-cd8d2258e6a3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d370efb-170e-45b8-9492-cd8d2258e6a3.jpg?aki_policy=profile_x_medium,San Blas,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Salvador,San Blas - Canillejas,40.4449,-3.63508,Private room in apartment,Private room,2,,1 private bath,1,2,"[""TV with standard cable"", ""Pool"", ""Breakfast"", ""Dishwasher"", ""Bed linens"", ""Refrigerator"", ""Free street parking"", ""Dishes and silverware"", ""Essentials"", ""Coffee maker"", ""Extra pillows and blankets"", ""Hangers"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Stove"", ""Elevator"", ""Backyard"", ""Iron"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""First aid kit"", ""Washer"", ""Kitchen"", ""Patio or balcony"", ""Oven"", ""Shampoo"", ""Microwave"", ""Wifi"", ""Heating"", ""Cable TV""]",$30.00,2,60,2,2,60,60,2.0,60.0,,t,2,2,2,199,2021-04-16,80,0,0,2014-03-23,2020-02-03,99,10,10,10,10,10,10,,f,1,0,1,0,0.93
883527,https://www.airbnb.com/rooms/883527,20210413152844,2021-04-14,Cozy apartment in Madrids best area,"Cozy apartment in the best area of madrid (barrio salamanca)<br /><br /><b>The space</b><br />Cozy apartment in the best area of Madrid (Barrio Salamanca). <br /><br />3 minutes walk to Retiro Park, and close to best shopping area (Serrano st, Goya st, Ortega y Gasset st). Some of the nearby attractions are: Bullfighting arena, Columbus Square (Plaza de Colón), Puerta de Alcalá, Cibeles Fountain. <br /><br />Recently renovated and fully furnished. 1 bedroom with double bed, and sofa bed in living room. Very bright (faces south) and very quiet (no car noises). Microwave, oven, washing machine, fridge, private heating. <br /><br />Come visit Madrid in style!",,https://a0.muscache.com/pictures/12994212/8a32ceec_original.jpg,4677458,https://www.airbnb.com/users/show/4677458,Miguel,2013-01-12,"Madrid, Community of Madrid, Spain",-,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/4677458/profile_pic/1358023117/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4677458/profile_pic/1358023117/original.jpg?aki_policy=profile_x_medium,Goya,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Goya,Salamanca,40.42551,-3.67958,Entire apartment,Entire home/apt,3,,1 bath,1,1,"[""Kitchen"", ""Elevator"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Washer"", ""Air conditioning"", ""Essentials""]",$42.00,60,75,60,60,75,75,60.0,75.0,,t,0,0,0,0,2021-04-14,2,0,0,2014-07-14,2014-10-31,100,10,10,10,10,10,9,,f,1,1,0,0,0.02
884856,https://www.airbnb.com/rooms/884856,20210413152844,2021-04-15,Spacious flat w amazing sightseeing,"<b>The space</b><br />Very spacios bright room with private bathroom, double bed, closet and great sigthseens in a big shared 150 m2 fully furnished flat. In town. Supermarket and all services around. In the middle of turist area.  <br />Near to Gran Vía, Sol , Callao y Palacio Real. Now Available",,https://a0.muscache.com/pictures/12798031/1eee4d37_original.jpg,4684397,https://www.airbnb.com/users/show/4684397,Alex,2013-01-13,"Madrid, Community of Madrid, Spain","Afincado en Madrid desde hace diez años. Me resulta difícil quedarme quieto, siempre tengo algo que hacer, en caso contrario me lo invento. Sociable y fanático del sentido común.",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/4684397/profile_pic/1358086505/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4684397/profile_pic/1358086505/original.jpg?aki_policy=profile_x_medium,Palacio,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,,Palacio,Centro,40.42151,-3.7098,Private room in apartment,Private room,2,,1.5 shared baths,1,0,"[""Kitchen"", ""Elevator"", ""Iron"", ""Microwave"", ""Wifi"", ""Washer \u2013\u00a0In unit"", ""Portable fans"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Coffee maker""]",$46.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,13,288,2021-04-15,5,0,0,2013-05-01,2016-09-05,76,9,6,8,8,9,8,,f,1,0,1,0,0.05
